192,"[-0.7040143128704014, -18888.0, 26829.0, 0.6845937713187114, -0.4937697070106138, -12982.400520000001, 26292.42, 0.8610831195857862]"
193,"[-0.7294877711121366, -7904.0, 10835.0, 1.012851555804555, -0.5293597711121367, -5735.61312, 10834.999999999998, 1.077653984167353]"
194,"[-0.8908546051918981, -24674.0, 27697.0, 0.5116786637954874, -0.690718605191898, -19130.833207999996, 27696.999999999996, 0.67733668001703]"
195,"[-0.9360460213003645, -28775.926786815806, 30742.0, 0.38909222905738733, -0.9360460213003645, -28775.926786815806, 30742.0, 0.38909222905738733]"
196,"[-0.8477395263769552, -44497.0, 52489.0, -0.08073339573317964, -0.6889867301882503, -33994.371012, 49339.659999999996, 0.2331385746671916]"
197,"[-0.7567329943365203, -24852.625, 32842.0, 0.5063404403109842, -0.5475438717719595, -17622.78712, 32185.16, 0.7224047670299052]"
198,"[-0.9528797032820919, -40849.0, 42869.0, 0.028287397948935963, -0.9528797032820919, -40849.0, 42869.0, 0.028287397948935963]"
199,"[-0.725640094665386, -26356.69951843615, 36322.0, 0.4613910439960294, -0.5495218420275935, -18362.95375843615, 33416.24, 0.7002848233952198]"
200,"[-0.5459689913187981, -19152.592215463435, 35080.0, 0.6766864102079841, -0.3528948891008144, -12131.961655463438, 34378.4, 0.886498558179507]"
201,"[-0.9022033455293935, -17601.987271278467, 19510.0, 0.7230263722974737, -0.9022033455293935, -17601.987271278467, 19510.0, 0.7230263722974737]"
202,"[-0.6703503850385039, -24373.94, 36360.0, 0.5206459826968733, -0.47981467861071814, -17097.14048, 35632.8, 0.7381137620653048]"
203,"[-0.691538296961917, -29090.25, 42066.0, 0.3796986528035349, -0.5218635683284868, -21513.658608, 41224.68, 0.6061257380450165]"
204,"[-0.8350697718272676, -35427.0, 42424.0, 0.19032433417273825, -0.6478956855380282, -26936.600032000002, 41575.52, 0.44406066728402355]"
205,"[-0.6878420834188368, -28562.6425139672, 41525.0, 0.3954662478912327, -0.5439093993242289, -19423.8205139672, 35711.5, 0.668580729184977]"
206,"[-0.7277307104510364, -18570.96, 25519.0, 0.6940685389801637, -0.5179497045418738, -12953.207339999999, 25008.620000000003, 0.8619555602803325]"
207,"[-0.7908052159311539, -30140.75, 38114.0, 0.34830436997374803, -0.6027277713583203, -22512.918952, 37351.72, 0.5762627567407556]"
208,"[-0.7733890448521251, -23692.0, 30634.0, 0.541025818235136, -0.5645398416858419, -16948.23124, 30021.32, 0.7425639275070264]"
209,"[-0.5391485958188654, -12805.318299293873, 23751.0, 0.8663752369784324, -0.34773092537077377, -7102.703199293874, 20425.86, 1.036798379595104]"
210,"[-0.7491933118216486, -17878.0, 23863.0, 0.7147777081660076, -0.539870726348621, -12625.276440000001, 23385.74, 0.8717558034247652]"
211,"[-0.9642027138466152, -25723.0, 26678.0, 0.48032920859468176, -0.9642027138466152, -25723.0, 26678.0, 0.48032920859468176]"
212,"[-0.9700416176891064, -30534.0, 31477.0, 0.3365520599091943, -0.8700216176891064, -27385.670459999998, 31476.999999999996, 0.4306401589288353]"
213,"[-0.7308375144731764, -18936.0, 25910.0, 0.6831592871913151, -0.5111432442428921, -12713.972600000001, 24873.6, 0.8691051110564111]"
214,"[-0.5032551713643396, -13128.920910552892, 26088.0, 0.8567043451152024, -0.2888930320044281, -7385.908590552891, 25566.24, 1.0283347621252266]"
215,"[-0.5478383411344305, -10885.0, 19869.0, 0.92376411447605, -0.3548023889126842, -6908.577292, 19471.620000000003, 1.0425998490269675]"
216,"[-0.7278063096111519, -26784.0, 36801.0, 0.44862113236202694, -0.5518764234903826, -18684.83592, 33856.92, 0.6906653473190668]"
217,"[-1.0032851756449024, -26875.0, 26787.0, 0.44590158953717157, -1.0032851756449024, -26875.0, 26787.0, 0.44590158953717157]"
218,"[-0.7927461708395074, -30256.74310243148, 38167.0, 0.3448379061336354, -0.6251369090199055, -23382.40839843148, 37403.66, 0.5502779898689949]"
219,"[-0.8402648921875999, -26265.0, 31258.0, 0.464131491989499, -0.62513009602875, -18758.70388, 30007.68, 0.6884577969827514]"
220,"[-0.8173144484301617, -22101.0, 27041.0, 0.5885729900411244, -0.6502678045205732, -17232.213868000003, 26500.18, 0.7340770822503122]"
221,"[-0.8222538576912322, -32345.0, 39337.0, 0.28243016918597297, -0.6348182221339105, -24472.407516, 38550.259999999995, 0.5177032725142455]"
222,"[-0.49313962873284906, -11609.0, 23541.0, 0.9021273122211564, -0.2635412799300511, -5955.86426, 22599.36, 1.071071759909625]"
223,"[-0.7552806382455277, -21490.0, 28453.0, 0.6068327775794392, -0.536604831505758, -14657.29658, 27314.88, 0.8110287068126918]"
224,"[-0.6594597678199606, -23120.0, 35059.0, 0.5581200874199413, -0.46870180389791904, -16103.572212000001, 34357.82, 0.7678066351888587]"
225,"[-0.9189508324028546, -22405.8591956464, 24382.0, 0.5794622467651753, -0.6788108324028547, -16550.7657156464, 24381.999999999996, 0.7544422188793695]"
226,"[-0.733847153319159, -24851.0, 33864.0, 0.5063890035757138, -0.5351324513741239, -17396.85632, 32509.44, 0.7291567284151124]"
227,"[-0.9502097391365985, -38421.73080198836, 40435.0, 0.10082654664613486, -0.9502097391365985, -38421.73080198836, 40435.0, 0.10082654664613486]"
228,"[-0.42814778242915597, -5925.993456601947, 13841.0, 1.0719644514376894, -0.16087802437951731, -2048.575716601947, 12733.72, 1.187841414006745]"
229,"[-0.7490066536542254, -29626.958185292882, 39555.0, 0.36365908253590384, -0.5839645251640695, -21712.79378529288, 37181.7, 0.6001745661484983]"
230,"[-0.7915976517546721, -14847.997153962384, 18757.0, 0.8053296037619753, -0.7915976517546721, -14847.997153962384, 18757.0, 0.8053296037619753]"
231,"[-0.6854872658387707, -26054.0, 38008.0, 0.47043724513284507, -0.49526047534568457, -18447.382944, 37247.84, 0.6977616499247962]"
232,"[-0.7472530003916058, -32439.0, 43411.0, 0.2796209711031553, -0.5857700004351175, -22885.975339999997, 39069.9, 0.5651139345072186]"
233,"[-0.7589528353161423, -25135.0, 33118.0, 0.4979016391552859, -0.5702253421593289, -18507.028424, 32455.64, 0.695979139626235]"
234,"[-0.6852395810216374, -34702.58810167878, 50643.0, 0.21197344604437948, -0.5964610013097916, -23561.128101678787, 39501.54, 0.5449369361698025]"
235,"[-0.7193906262561299, -35794.0, 49756.0, 0.17935650761535438, -0.5409277356834686, -25837.824399999998, 47765.76, 0.4768976715272277]"
236,"[-0.6647394000335177, -39665.0, 59670.0, 0.06367133975804366, -0.5163193333705752, -27727.89716, 53703.0, 0.4204126845721435]"
237,"[-0.9103978956279857, -30110.5, 33074.0, 0.34920839382486757, -0.9103978956279857, -30110.5, 33074.0, 0.34920839382486757]"
238,"[-0.7599530911715179, -25273.0, 33256.0, 0.49377749728902165, -0.5712623379301203, -18617.942304, 32590.88, 0.6926644687852365]"
239,"[-0.7054103622191655, -21539.0, 30534.0, 0.6053684083660555, -0.5156024104277199, -15428.53592, 29923.32, 0.7879801528199092]"
240,"[-0.6834395370980737, -27993.0, 40959.0, 0.4124900634032337, -0.549272201247811, -19797.92328, 36043.92, 0.6574006358539544]"
241,"[-0.8652092274678111, -19353.0, 22368.0, 0.6706972063345601, -0.8652092274678111, -19353.0, 22368.0, 0.6706972063345601]"
242,"[-0.7850736112829395, -25383.0, 32332.0, 0.49049013783040524, -0.5764628686560607, -18265.43352, 31685.36, 0.7031992241063981]"
243,"[-0.7528325639949643, -8970.0, 11915.0, 0.9809940541419632, -0.5126925639949644, -6108.731900000001, 11914.999999999998, 1.0665032973435309]"
244,"[-0.8325818721588274, -44872.0, 53895.0, -0.09194030297846291, -0.6875281219117689, -34089.98188, 49583.399999999994, 0.23028123565567965]"
245,"[-0.9397163120567376, -31270.0, 33276.0, 0.3145566366224517, -0.9397163120567376, -31270.0, 33276.0, 0.3145566366224517]"
246,"[-0.32558034504561467, -7209.0, 22142.0, 1.0336216905658133, -0.1226748198204822, -2335.9886400000005, 19042.12, 1.1792520540770977]"
247,"[-0.38951297808579927, -14655.815313456284, 37626.0, 0.8110729745907213, -0.22762280226717313, -7879.372713456283, 34615.92, 1.0135875443805509]"
248,"[-0.7072342711996874, -28957.0, 40944.0, 0.38368084051135887, -0.5634825235552083, -20764.105600000003, 36849.6, 0.6285261941412273]"
249,"[-0.526387467095642, -14397.75, 27352.0, 0.8187852786737332, -0.2981744448912938, -7829.4407200000005, 26257.92, 1.0150797662985154]"
250,"[-0.40340111361714126, -11446.91, 28376.0, 0.9069713858088576, -0.22589012624126806, -5768.8724, 25538.4, 1.0766600277246732]"
251,"[-0.7447034238868349, -23164.0, 31105.0, 0.5568051436364947, -0.5255868998821197, -15694.4453, 29860.8, 0.7800334281337472]"
252,"[-0.9425098554533509, -32276.25, 34245.0, 0.28448476884760826, -0.9425098554533509, -32276.25, 34245.0, 0.28448476884760826]"
253,"[-0.859326340952426, -11803.706619322524, 13736.0, 0.8963084881603824, -0.659194340952426, -9054.693467322522, 13735.999999999998, 0.9784629825884567]"
254,"[-0.8602535634983167, -12010.0, 13961.0, 0.8901433927402002, -0.5600935634983168, -7819.46624, 13960.999999999998, 1.015377854490995]"
255,"[-0.7099824740762377, -19445.0, 27388.0, 0.6679477784237173, -0.5202555857920793, -13963.784784, 26840.24, 0.8317543664694435]"
256,"[-0.5200662076906469, -21680.0, 41687.0, 0.601154611241829, -0.326071964881138, -12505.52504, 38352.04, 0.8753345843108794]"
257,"[-0.6318990140974846, -13716.0, 21706.0, 0.8391594360456582, -0.4080823063515464, -8503.52116, 20837.760000000002, 0.9949348143866762]"
258,"[-0.7466135458167331, -23425.0, 31375.0, 0.5490051361937776, -0.5372179038946255, -16518.1075, 30747.5, 0.755418212462158]"
259,"[-0.8506815110367463, -39656.22, 46617.0, 0.06393373081301319, -0.6638260316701492, -30326.666556, 45684.66, 0.34274823771120266]"
260,"[-0.7675878562412808, -23109.0, 30106.0, 0.5584488233658029, -0.579036588001307, -17083.826008, 29503.879999999997, 0.7385116662059019]"
261,"[-0.6364634592704055, -15650.0, 24589.0, 0.7813616797459839, -0.4248198563983729, -10236.97754, 24097.22, 0.9431303214149307]"
262,"[-0.9622159281726569, -24380.62718803878, 25338.0, 0.5204461355073203, -0.882167928172657, -22352.37096403878, 25337.999999999996, 0.5810607471660842]"
263,"[-0.6911874171836859, -26795.262601959952, 38767.0, 0.4482845485340117, -0.5353266104360068, -18262.645901959953, 34114.96, 0.703282532311225]"
264,"[-0.6042201096869327, -10654.817414219371, 17634.0, 0.9306431408449112, -0.4123348058029926, -7125.689726219372, 17281.32, 1.036111425261383]"
265,"[-0.6783975755279856, -35816.0, 52795.0, 0.17869903572363108, -0.54354269946362, -25252.7764, 46459.6, 0.4943818813139969]"
266,"[-0.8837118245888802, -22570.0, 25540.0, 0.5745568847130235, -0.7035838245888802, -17969.53088, 25539.999999999996, 0.7120422999467033]"
267,"[-0.5714346986918293, -13323.0, 23315.0, 0.850904274838715, -0.37891295784880535, -8657.6685, 22848.7, 0.9903281078760438]"
268,"[-0.9437831636311487, -32905.0, 34865.0, 0.26569452103301666, -0.9437831636311487, -32905.0, 34865.0, 0.26569452103301666]"
269,"[-0.9273539570506082, -24701.0, 26636.0, 0.510871766473827, -0.9273539570506082, -24701.0, 26636.0, 0.510871766473827]"
270,"[-0.9385018495684341, -30445.0, 32440.0, 0.3392118325620749, -0.8184938495684341, -26551.940479999997, 32439.999999999996, 0.45555625107142694]"
271,"[-0.7908646122689162, -11148.818439154913, 14097.0, 0.9158798777368379, -0.5307206122689163, -7481.568471154912, 14096.999999999998, 1.0254759583678887]"
272,"[-0.4617297264911177, -15413.0, 33381.0, 0.788444445125003, -0.246520129072569, -8064.506659999999, 32713.380000000005, 1.0080548004689012]"
273,"[-1.002525556223692, -16672.0, 16630.0, 0.7508191218668386, -1.002525556223692, -16672.0, 16630.0, 0.7508191218668386]"
274,"[-0.6136070229796023, -19012.0, 30984.0, 0.6808880206562711, -0.3890281489370858, -11571.50224, 29744.64, 0.9032479360030921]"
275,"[-0.6648113207547169, -23783.625, 35775.0, 0.5382875972315384, -0.5053537735849056, -15909.5475, 31482.0, 0.7736050803906636]"
276,"[-0.7735518508053122, -41064.0, 53085.0, 0.021862104461640223, -0.6516725577333093, -30442.7532, 46714.8, 0.3392789783732714]"
277,"[-0.4642317257521822, -9520.0, 20507.0, 0.964557256848881, -0.26540404973063286, -5007.229580000001, 18866.44, 1.0994217888920759]"
278,"[-0.8376393169126677, -36150.0, 43157.0, 0.16871741700383214, -0.6301013437884364, -26649.418019999997, 42293.86, 0.4526431264066845]"
279,"[-0.48284830092241343, -12091.97, 25043.0, 0.8876937122418112, -0.29857761468456073, -6580.0057, 22037.84, 1.0524192393069116]"
280,"[-0.8530861997267273, -28720.0, 33666.0, 0.3907636058903779, -0.6662797956395177, -21982.356088, 32992.68, 0.5921186735531285]"
281,"[-0.7156742852821917, -22673.992706310397, 31682.0, 0.5714490537428725, -0.5162232138356164, -15700.784506310398, 30414.719999999998, 0.779843980408069]"
282,"[-0.7723633327992481, -20272.992759314664, 26248.0, 0.6432031436146357, -0.5634931967339266, -14494.758039314665, 25723.04, 0.8158861850773432]"
283,"[-0.5102030236766701, -13532.625, 26524.0, 0.8446396136886017, -0.29598267722109206, -7693.6316400000005, 25993.519999999997, 1.0191384323321881]"
284,"[-0.5635455808925722, -21896.0, 38854.0, 0.5946994326685459, -0.3504138580536451, -13342.68044, 38076.92, 0.8503161231970447]"
285,"[-0.8620112133387074, -12362.964821703743, 14342.0, 0.8795950086930487, -0.7018872133387076, -10066.466413703743, 14341.999999999998, 0.9482260610861065]"
286,"[-0.4160170335519764, -12114.0, 29119.0, 0.8870353437975083, -0.22029085056324124, -6286.356292, 28536.619999999995, 1.0611949771151472]"
287,"[-0.5751905751905751, -10790.0, 18759.0, 0.9266031976448551, -0.3351601863729524, -5910.033740000001, 17633.46, 1.0724414089406735]"
288,"[-0.7198707744170803, -30750.0, 42716.0, 0.33009688133591114, -0.509929361650082, -21346.499760000002, 41861.68, 0.6111212945910549]"
289,"[-0.776226956080613, -27583.224884324583, 35535.0, 0.4247362279706994, -0.5878519960006254, -20471.534264324582, 34824.3, 0.6372697136653421]"
290,"[-0.9441919751718023, -34074.0, 36088.0, 0.23075885551372027, -0.9441919751718023, -34074.0, 36088.0, 0.23075885551372027]"
291,"[-0.6284466199888469, -20285.0, 32278.0, 0.6428443061942828, -0.4370557346824968, -13825.139304, 31632.440000000002, 0.8358977985610108]"
292,"[-0.8472515694380646, -27667.0, 32655.0, 0.4222326014351333, -0.6604036422837394, -21134.17132, 32001.9, 0.61746674827803]"
293,"[-0.6306387178710243, -20372.78378082344, 32305.0, 0.6402208803560733, -0.41887624272553503, -13261.161080823442, 31658.9, 0.8527523362556758]"
294,"[-0.8504458598726115, -16690.0, 19625.0, 0.750281190319065, -0.8504458598726115, -16690.0, 19625.0, 0.750281190319065]"
295,"[-0.7921958144915343, -30131.96, 38036.0, 0.3485670598795775, -0.624575320909729, -23281.219968, 37275.28, 0.5533020148133718]"
296,"[-0.9426562545024926, -32713.0, 34703.0, 0.2714324575426017, -0.9426562545024926, -32713.0, 34703.0, 0.2714324575426017]"
297,"[-0.7377215000222432, -22369.929045174482, 30323.0, 0.5805360224015697, -0.5281443877777992, -15694.623825174482, 29716.54, 0.7800280928935569]"
298,"[-0.7324988761938286, -27290.71063035347, 37257.0, 0.43347804160317266, -0.5841008940753353, -21326.610070353472, 36511.86, 0.6117156996764046]"
299,"[-0.45405174517939956, -7441.0, 16388.0, 1.0266883506167315, -0.20628909061638248, -3177.82568, 15404.720000000001, 1.1540936817493008]"
300,"[-0.8238025415444771, -37081.0, 45012.0, 0.1408944019495422, -0.6364107566780378, -28073.198559999997, 44111.759999999995, 0.4100933225415664]"
301,"[-0.6694951476311369, -24298.656888124486, 36294.0, 0.5228958249686738, -0.458525660848099, -16308.895728124488, 35568.12, 0.7616705242542386]"
302,"[-0.6239293071668655, -11509.0, 18446.0, 0.9051158208198986, -0.4120299052723116, -7448.297559999999, 18077.08, 1.026470262408633]"
303,"[-0.7680674712810819, -26410.0, 34385.0, 0.4597981545213228, -0.5591096645725325, -18840.486100000002, 33697.3, 0.6860137283058091]"
304,"[-0.810105479144625, -25268.0, 31191.0, 0.49392692271895877, -0.5937973741089845, -17780.28854, 29943.36, 0.7176978235500642]"
305,"[-0.7923820115381942, -22800.0, 28774.0, 0.5676833149359164, -0.596172928685619, -16468.108656, 27623.04, 0.7569124322143697]"
306,"[-0.592959370548735, -17484.0, 29486.0, 0.7265524320450519, -0.4365104117208166, -11583.8514, 26537.4, 0.9028788802946197]"
307,"[-0.8421437271619976, -10371.0, 12315.0, 0.9391250486735849, -0.6220197271619976, -7660.1729399999995, 12314.999999999998, 1.0201383484587154]"
308,"[-0.7641902063225007, -25890.0, 33879.0, 0.47533839923478227, -0.5959859248188782, -19787.579004, 33201.42, 0.657709775431692]"
309,"[-0.6835101135413472, -6394.920622292844, 9356.0, 1.0579505227691788, -0.48337411354134724, -4522.448206292844, 9355.999999999998, 1.1139095219304147]"
310,"[-0.7359256004530581, -22104.26133520805, 30036.0, 0.5884755247579979, -0.526311837196998, -15492.13629520805, 29435.28, 0.7860794501379843]"
311,"[-0.9188398920068722, -22461.96, 24446.0, 0.5777856694031045, -0.7987638920068723, -19526.582103999997, 24445.999999999996, 0.6655096902306425]"
312,"[-0.8811437687918021, -14360.0, 16297.0, 0.8199134406697584, -0.6209917687918022, -10120.302855999998, 16296.999999999998, 0.9466171543788261]"
313,"[-0.6816006019467213, -10643.875, 15616.0, 0.9309701558347672, -0.4614726019467214, -7206.356152, 15615.999999999998, 1.033700702190631]"
314,"[-0.8451972555746141, -21681.0, 25652.0, 0.6011247261558417, -0.765201255574614, -19628.942607999998, 25651.999999999996, 0.6624506377668867]"
315,"[-0.8446753347673742, -26766.91668344332, 31689.0, 0.4491316687462737, -0.6577748313952797, -20427.342099443318, 31055.22, 0.638590400312789]"
316,"[-0.7701350616361283, -23231.894269315446, 30166.0, 0.5547761175599495, -0.5520781892043003, -15987.831029315446, 28959.36, 0.7712655703856726]"
317,"[-0.9659794191965431, -26378.0, 27307.0, 0.4607544772729203, -0.9659794191965431, -26378.0, 27307.0, 0.4607544772729203]"
318,"[-0.9237030275368934, -24286.0, 26292.0, 0.5232740771586072, -0.6835550275368933, -17972.028784, 26291.999999999996, 0.711967649870875]"
319,"[-0.7514655418930511, -21023.0, 27976.0, 0.6207891127355654, -0.5326307728052616, -14304.843359999999, 26856.96, 0.8215618015989357]"
320,"[-0.6514072119613017, -14813.0, 22740.0, 0.8063754967174562, -0.46048491016459353, -10261.99832, 22285.2, 0.9423825732531584]"
321,"[-0.9547746830757842, -41273.0, 43228.0, 0.015616121490269017, -0.9547746830757842, -41273.0, 43228.0, 0.015616121490269017]"
322,"[-0.6255796398145153, -11602.0, 18546.0, 0.9023365078230684, -0.38876557427076086, -6777.44356, 17433.24, 1.0465187918836392]"
323,"[-0.7180559903244167, -20185.99, 28112.0, 0.6458032285578974, -0.5489101942085883, -15122.344111999999, 27549.76, 0.7971307213306336]"
324,"[-0.8188055985669612, -26969.0, 32937.0, 0.44309239145435386, -0.6721322434356747, -21695.259308, 32278.26, 0.6006985855101404]"
325,"[-0.49140820569391996, -11582.0, 23569.0, 0.9029342095428168, -0.29722061805502037, -6865.088892, 23097.62, 1.043899503600423]"
326,"[-0.8169930363946919, -31090.67, 38055.0, 0.31991592909257616, -0.6498663636680528, -24236.05118, 37293.9, 0.5247668019392775]"
327,"[-0.6596159278549452, -29040.910455669673, 44027.0, 0.38117316932842693, -0.48886800835632466, -20231.98829566967, 41385.38, 0.6444285655365345]"
328,"[-0.7015661165719782, -23339.0, 33267.0, 0.5515752535886959, -0.5525246087469167, -18013.219436, 32601.659999999996, 0.7107366636939769]"
329,"[-0.9307248908296943, -26642.0, 28625.0, 0.45286481457224087, -0.9307248908296943, -26642.0, 28625.0, 0.45286481457224087]"
330,"[-0.7100820590680693, -19643.0, 27663.0, 0.6620305313982078, -0.4999408766000706, -13553.267179999999, 27109.74, 0.8440227203643339]"
331,"[-0.6876449545972719, -17493.0, 25439.0, 0.7262834662711651, -0.47704587203803256, -11892.858540000001, 24930.22, 0.8936441753449923]"
332,"[-0.7624019503921984, -28770.0, 37736.0, 0.3892693515910068, -0.5769169685023388, -20464.3064, 35471.840000000004, 0.6374857190121876]"
333,"[-0.7225636309239636, -20707.95109864987, 28659.0, 0.6302043762426568, -0.5025246155457954, -13825.778838649872, 27512.64, 0.8358786860130074]"
334,"[-0.4707396262274311, -8916.75, 18942.0, 0.9825854349707934, -0.2557139043137053, -4746.858120000001, 18563.16, 1.1072030123628465]"
335,"[-0.6196327536533722, -17851.0, 28809.0, 0.715584605487668, -0.4888646315461407, -13238.679100000001, 27080.46, 0.8534242121857518]"
336,"[-0.7367670646943504, -8268.0, 11222.0, 1.0019733845051335, -0.45662706469435044, -5124.2689199999995, 11221.999999999998, 1.0959240581522645]"
337,"[-0.857094000390854, -17543.0, 20468.0, 0.724789211971794, -0.857094000390854, -17543.0, 20468.0, 0.724789211971794]"
338,"[-0.7103049929914448, -29391.0, 41378.0, 0.3707107131928177, -0.5001683601953517, -20282.04708, 40550.44, 0.6429325544623967]"
339,"[-0.7038814510097233, -18821.79, 26740.0, 0.6865724628619386, -0.5344463785813502, -14005.27424, 26205.2, 0.830514450509312]"
340,"[-0.6873498606707024, -28613.0, 41628.0, 0.393961310091032, -0.5433370472915144, -19451.50976, 35800.08, 0.6677532336863599]"
341,"[-0.618322576237127, -32384.02660784329, 52374.0, 0.28126385565477885, -0.46469175137458557, -21903.98920784329, 47136.6, 0.5944606745051778]"
342,"[-0.8210551428680712, -27272.988680648723, 33217.0, 0.4340076635939638, -0.6260407738209076, -19963.388528648724, 31888.32, 0.652455692670157]"
343,"[-0.8038929303710362, -28621.0, 35603.0, 0.3937222294031327, -0.6160825820112614, -21495.700404000003, 34890.94, 0.6066624205157362]"
344,"[-0.7367862690865002, -19446.0, 26393.0, 0.6679178933377299, -0.5173398636317711, -13107.984980000001, 25337.280000000002, 0.8573300172000022]"
345,"[-0.874251497005988, -27886.0, 31897.0, 0.41568776760388787, -0.6879545887816205, -21504.813768, 31259.059999999998, 0.6063900668489616]"
346,"[-0.49240970942315987, -12556.94, 25501.0, 0.8737980438102395, -0.2982425606358774, -7453.373868, 24990.980000000003, 1.0263185565075543]"
347,"[-0.9334541261736122, -28335.0, 30355.0, 0.40226936399553537, -0.7533461261736124, -22867.82166, 30354.999999999996, 0.5656564587950066]"
348,"[-0.5826563507414572, -18074.0, 31020.0, 0.708920231312473, -0.4250626119349524, -11866.898000000001, 27918.0, 0.8944200083151722]"
349,"[-0.9404660117860243, -31224.412057307793, 33201.0, 0.315919036209798, -0.9404660117860243, -31224.412057307793, 33201.0, 0.315919036209798]"
350,"[-0.8246654184869288, -23785.0, 28842.0, 0.5382465052383056, -0.6245734184869288, -18013.946536, 28841.999999999996, 0.7107149342479555]"
351,"[-0.76622309840644, -32648.0, 42609.0, 0.2733749881317841, -0.5936338026156955, -23270.611279999997, 39200.28, 0.5536190563664657]"
352,"[-0.3015433089243516, -10336.0, 34277.0, 0.9401710266831447, -0.09472477781901352, -2792.3178400000006, 29478.219999999998, 1.1656146166965262]"
353,"[-0.5421187333790992, -15340.87591716175, 28298.0, 0.7905998795423881, -0.3800208148656658, -9678.44611716175, 25468.2, 0.9598220810131289]"
354,"[-0.9422100345317895, -32469.5, 34461.0, 0.27870947598053897, -0.7621140345317897, -26263.211744, 34460.99999999999, 0.4641849341738265]"
355,"[-0.3626531081541803, -7349.890542960772, 20267.0, 1.0294111645746162, -0.10905649803636203, -2077.633162960772, 19050.98, 1.1869730297237366]"
356,"[-0.7177184655166307, -20261.91, 28231.0, 0.6435343528297324, -0.5281494546088068, -14611.983508, 27666.379999999997, 0.8123828918657662]"
357,"[-0.9468817735341729, -34511.0, 36447.0, 0.21769907293721685, -0.9468817735341729, -34511.0, 36447.0, 0.21769907293721685]"
358,"[-0.8106942520481467, -12727.899757155903, 15700.0, 0.8686888967672467, -0.8106942520481467, -12727.899757155903, 15700.0, 0.8686888967672467]"
359,"[-0.8200765248705829, -36436.0, 44430.0, 0.16017028241142942, -0.6326086988475337, -27544.668400000002, 43541.4, 0.4258884918201121]"
360,"[-0.7969746900895825, -27462.950845796924, 34459.0, 0.42833062795415294, -0.588606826622023, -19877.146585796927, 33769.82, 0.6550330405480053]"
361,"[-0.8455699501222517, -10874.875128522279, 12861.0, 0.9240666971307733, -0.5854499501222518, -7529.4718085222785, 12860.999999999998, 1.0240443630115805]"
362,"[-0.5940531741240159, -14619.64861519203, 24610.0, 0.8121538194782294, -0.3629925805695825, -8218.587615192031, 22641.2, 1.0034500778739632]"
363,"[-0.4424150844228369, -13468.0, 30442.0, 0.8465709373705389, -0.22681131063554782, -6766.49812, 29833.16, 1.0468458972992094]"
364,"[-0.9137231194403662, -21160.0, 23158.0, 0.6166948559552885, -0.9137231194403662, -21160.0, 23158.0, 0.6166948559552885]"
365,"[-0.923036633442164, -23628.814779485958, 25599.0, 0.5429141139833323, -0.7229206334421642, -18506.045295485957, 25598.999999999996, 0.6960085205064139]"
366,"[-0.9027497073741709, -27764.97, 30756.0, 0.41930475956094554, -0.9027497073741709, -27764.97, 30756.0, 0.41930475956094554]"
367,"[-0.6104846976131205, -12507.0, 20487.0, 0.8752905050044514, -0.37270712512034104, -7177.511820000001, 19257.78, 1.0345627175327008]"
368,"[-0.7333915790181121, -21825.0, 29759.0, 0.5968212737736529, -0.52372610103889, -15273.85374, 29163.82, 0.7926028430699312]"
369,"[-0.7052202808446779, -26316.0, 37316.0, 0.4626073526041405, -0.5390669787163087, -18104.24104, 33584.4, 0.7080164752317238]"
370,"[-0.8809389368395579, -21842.0, 24794.0, 0.5963132273118666, -0.8809389368395579, -21842.0, 24794.0, 0.5963132273118666]"
371,"[-0.9221457762964727, -23240.84, 25203.0, 0.5545087736292212, -0.9221457762964727, -23240.84, 25203.0, 0.5545087736292212]"
372,"[-0.48107658899700745, -12905.841653022719, 26827.0, 0.8633710879085019, -0.31219620999667497, -7537.758953022719, 24144.3, 1.0237967009855946]"
373,"[-0.8960356686136937, -25925.0, 28933.0, 0.47429242122522247, -0.8960356686136937, -25925.0, 28933.0, 0.47429242122522247]"
374,"[-0.7730796434456878, -23866.514752455274, 30872.0, 0.5358104298519364, -0.5846404524955998, -17688.039648455273, 30254.559999999998, 0.7204546896061227]"
375,"[-0.9335456831517184, -27843.0, 29825.0, 0.416972826301347, -0.9335456831517184, -27843.0, 29825.0, 0.416972826301347]"
376,"[-0.8696296942469577, -19938.0, 22927.0, 0.6532144310319182, -0.8696296942469577, -19938.0, 22927.0, 0.6532144310319182]"
377,"[-0.9235574148874783, -24007.875, 25995.0, 0.531585866698859, -0.9235574148874783, -24007.875, 25995.0, 0.531585866698859]"
378,"[-0.9189225808199876, -33911.0, 36903.0, 0.23563012452967008, -0.9189225808199876, -33911.0, 36903.0, 0.23563012452967008]"
379,"[-0.629968634160251, -22093.0, 35070.0, 0.5888120707290238, -0.47763181573361213, -15075.493, 31563.0, 0.7985308708413598]"
380,"[-0.8900653300292859, -15804.0, 17756.0, 0.776759376503921, -0.8900653300292859, -15804.0, 17756.0, 0.776759376503921]"
381,"[-0.5951367781155015, -14685.0, 24675.0, 0.8102007877238462, -0.4030783450158179, -9747.039, 24181.5, 0.9577721768113827]"
382,"[-0.7303591375283485, -21577.0, 29543.0, 0.6042327750985336, -0.541048099518723, -15664.500324, 28952.14, 0.7809283363163985]"
383,"[-0.693477094458213, -27142.0, 39139.0, 0.43792227157852986, -0.5034133616920541, -19309.033652, 38356.22, 0.6720111444250931]"
